t V T
79.88 -1.29852 0.703517
79.89 -1.29817 0.703175
79.9 -1.29783 0.702832
79.91 -1.29749 0.70249
79.92 -1.29715 0.702147
79.93 -1.29681 0.701805
79.94 -1.29646 0.701463
79.95 -1.29612 0.701121
79.96 -1.29578 0.700778
79.97 -1.29544 0.700436
79.98 -1.29509 0.700094
79.99 -1.29475 0.699752
80 -1.29441 0.69941
80.01 -1.29407 0.699068
80.02 -1.29373 0.698726
80.03 -1.29338 0.698384
80.04 -1.29304 0.698042
80.05 -1.2927 0.697701
80.06 -1.29236 0.697359
80.07 -1.29202 0.697017
80.08 -1.29168 0.696675
80.09 -1.29133 0.696334
80.1 -1.29099 0.695992
80.11 -1.29065 0.695651
80.12 -1.29031 0.695309
80.13 -1.28997 0.694968
80.14 -1.28963 0.694627
80.15 -1.28929 0.694285
80.16 -1.28894 0.693944
80.17 -1.2886 0.693603
80.18 -1.28826 0.693262
80.19 -1.28792 0.692921
80.2 -1.28758 0.69258
80.21 -1.28724 0.692239
80.22 -1.2869 0.691898
80.23 -1.28656 0.691557
80.24 -1.28622 0.691217
80.25 -1.28588 0.690876
80.26 -1.28554 0.690535
80.27 -1.2852 0.690195
80.28 -1.28485 0.689854
80.29 -1.28451 0.689514
80.3 -1.28417 0.689174
80.31 -1.28383 0.688834
80.32 -1.28349 0.688493
80.33 -1.28315 0.688153
80.34 -1.28281 0.687813
80.35 -1.28247 0.687473
80.36 -1.28213 0.687134
80.37 -1.28179 0.686794
80.38 -1.28145 0.686454
80.39 -1.28111 0.686114
80.4 -1.28077 0.685775
80.41 -1.28044 0.685435
80.42 -1.2801 0.685096
80.43 -1.27976 0.684757
80.44 -1.27942 0.684417
80.45 -1.27908 0.684078
80.46 -1.27874 0.683739
80.47 -1.2784 0.6834
80.48 -1.27806 0.683061
80.49 -1.27772 0.682722
80.5 -1.27738 0.682384
80.51 -1.27705 0.682045
80.52 -1.27671 0.681707
80.53 -1.27637 0.681368
80.54 -1.27603 0.68103
80.55 -1.27569 0.680691
80.56 -1.27535 0.680353
80.57 -1.27502 0.680015
80.58 -1.27468 0.679677
80.59 -1.27434 0.679339
80.6 -1.274 0.679001
80.61 -1.27366 0.678664
80.62 -1.27333 0.678326
80.63 -1.27299 0.677988
80.64 -1.27265 0.677651
80.65 -1.27231 0.677314
80.66 -1.27198 0.676976
80.67 -1.27164 0.676639
80.68 -1.2713 0.676302
80.69 -1.27097 0.675965
80.7 -1.27063 0.675629
80.71 -1.27029 0.675292
80.72 -1.26996 0.674955
80.73 -1.26962 0.674619
80.74 -1.26928 0.674282
80.75 -1.26895 0.673946
80.76 -1.26861 0.67361
80.77 -1.26827 0.673274
80.78 -1.26794 0.672938
80.79 -1.2676 0.672602
80.8 -1.26727 0.672266
80.81 -1.26693 0.67193
80.82 -1.26659 0.671595
80.83 -1.26626 0.671259
80.84 -1.26592 0.670924
80.85 -1.26559 0.670589
80.86 -1.26525 0.670254
80.87 -1.26492 0.669919
80.88 -1.26458 0.669584
80.89 -1.26425 0.669249
80.9 -1.26391 0.668914
80.91 -1.26358 0.66858
80.92 -1.26325 0.668245
80.93 -1.26291 0.667911
80.94 -1.26258 0.667577
80.95 -1.26224 0.667243
80.96 -1.26191 0.666909
80.97 -1.26158 0.666575
80.98 -1.26124 0.666241
80.99 -1.26091 0.665908
81 -1.26057 0.665574
81.01 -1.26024 0.665241
81.02 -1.25991 0.664908
81.03 -1.25957 0.664575
81.04 -1.25924 0.664242
81.05 -1.25891 0.663909
81.06 -1.25858 0.663576
81.07 -1.25824 0.663243
81.08 -1.25791 0.662911
81.09 -1.25758 0.662579
81.1 -1.25725 0.662247
81.11 -1.25691 0.661914
81.12 -1.25658 0.661583
81.13 -1.25625 0.661251
81.14 -1.25592 0.660919
81.15 -1.25559 0.660587
81.16 -1.25526 0.660256
81.17 -1.25492 0.659925
81.18 -1.25459 0.659594
81.19 -1.25426 0.659263
81.2 -1.25393 0.658932
81.21 -1.2536 0.658601
81.22 -1.25327 0.65827
81.23 -1.25294 0.65794
81.24 -1.25261 0.65761
81.25 -1.25228 0.657279
81.26 -1.25195 0.656949
81.27 -1.25162 0.656619
81.28 -1.25129 0.65629
81.29 -1.25096 0.65596
81.3 -1.25063 0.655631
81.31 -1.2503 0.655301
81.32 -1.24997 0.654972
81.33 -1.24964 0.654643
81.34 -1.24931 0.654314
81.35 -1.24899 0.653985
81.36 -1.24866 0.653657
81.37 -1.24833 0.653328
81.38 -1.248 0.653
81.39 -1.24767 0.652672
81.4 -1.24734 0.652344
81.41 -1.24702 0.652016
81.42 -1.24669 0.651688
81.43 -1.24636 0.65136
81.44 -1.24603 0.651033
81.45 -1.24571 0.650706
81.46 -1.24538 0.650378
81.47 -1.24505 0.650051
81.48 -1.24472 0.649725
81.49 -1.2444 0.649398
81.5 -1.24407 0.649071
81.51 -1.24374 0.648745
81.52 -1.24342 0.648419
81.53 -1.24309 0.648093
81.54 -1.24277 0.647767
81.55 -1.24244 0.647441
81.56 -1.24212 0.647115
81.57 -1.24179 0.64679
81.58 -1.24146 0.646465
81.59 -1.24114 0.646139
81.6 -1.24081 0.645814
81.61 -1.24049 0.64549
81.62 -1.24016 0.645165
81.63 -1.23984 0.64484
81.64 -1.23952 0.644516
81.65 -1.23919 0.644192
81.66 -1.23887 0.643868
81.67 -1.23854 0.643544
81.68 -1.23822 0.64322
81.69 -1.2379 0.642897
81.7 -1.23757 0.642573
81.71 -1.23725 0.64225
81.72 -1.23693 0.641927
81.73 -1.2366 0.641604
81.74 -1.23628 0.641281
81.75 -1.23596 0.640959
81.76 -1.23564 0.640636
81.77 -1.23531 0.640314
81.78 -1.23499 0.639992
81.79 -1.23467 0.63967
81.8 -1.23435 0.639348
81.81 -1.23403 0.639027
81.82 -1.23371 0.638705
81.83 -1.23338 0.638384
81.84 -1.23306 0.638063
81.85 -1.23274 0.637742
81.86 -1.23242 0.637421
81.87 -1.2321 0.637101
81.88 -1.23178 0.636781
81.89 -1.23146 0.63646
81.9 -1.23114 0.63614
81.91 -1.23082 0.63582
81.92 -1.2305 0.635501
81.93 -1.23018 0.635181
81.94 -1.22986 0.634862
81.95 -1.22954 0.634543
81.96 -1.22922 0.634224
81.97 -1.2289 0.633905
81.98 -1.22859 0.633586
81.99 -1.22827 0.633268
82 -1.22795 0.63295
82.01 -1.22763 0.632631
82.02 -1.22731 0.632314
82.03 -1.227 0.631996
82.04 -1.22668 0.631678
82.05 -1.22636 0.631361
82.06 -1.22604 0.631044
82.07 -1.22573 0.630727
82.08 -1.22541 0.63041
82.09 -1.22509 0.630093
82.1 -1.22478 0.629776
82.11 -1.22446 0.62946
82.12 -1.22414 0.629144
82.13 -1.22383 0.628828
82.14 -1.22351 0.628512
82.15 -1.2232 0.628197
82.16 -1.22288 0.627881
82.17 -1.22257 0.627566
82.18 -1.22225 0.627251
82.19 -1.22194 0.626936
82.2 -1.22162 0.626622
82.21 -1.22131 0.626307
82.22 -1.22099 0.625993
82.23 -1.22068 0.625679
82.24 -1.22036 0.625365
82.25 -1.22005 0.625051
82.26 -1.21974 0.624737
82.27 -1.21942 0.624424
82.28 -1.21911 0.624111
82.29 -1.2188 0.623798
82.3 -1.21849 0.623485
82.31 -1.21817 0.623173
82.32 -1.21786 0.62286
82.33 -1.21755 0.622548
82.34 -1.21724 0.622236
82.35 -1.21692 0.621924
82.36 -1.21661 0.621612
82.37 -1.2163 0.621301
82.38 -1.21599 0.62099
82.39 -1.21568 0.620679
82.4 -1.21537 0.620368
82.41 -1.21506 0.620057
82.42 -1.21475 0.619746
82.43 -1.21444 0.619436
82.44 -1.21413 0.619126
82.45 -1.21382 0.618816
82.46 -1.21351 0.618506
82.47 -1.2132 0.618197
82.48 -1.21289 0.617888
82.49 -1.21258 0.617578
82.5 -1.21227 0.617269
82.51 -1.21196 0.616961
82.52 -1.21165 0.616652
82.53 -1.21134 0.616344
82.54 -1.21104 0.616036
82.55 -1.21073 0.615728
82.56 -1.21042 0.61542
82.57 -1.21011 0.615112
82.58 -1.20981 0.614805
82.59 -1.2095 0.614498
82.6 -1.20919 0.614191
82.61 -1.20888 0.613884
82.62 -1.20858 0.613578
82.63 -1.20827 0.613271
82.64 -1.20797 0.612965
82.65 -1.20766 0.612659
82.66 -1.20735 0.612353
82.67 -1.20705 0.612048
82.68 -1.20674 0.611742
82.69 -1.20644 0.611437
82.7 -1.20613 0.611132
82.71 -1.20583 0.610828
82.72 -1.20552 0.610523
82.73 -1.20522 0.610219
82.74 -1.20491 0.609915
82.75 -1.20461 0.609611
82.76 -1.20431 0.609307
82.77 -1.204 0.609003
82.78 -1.2037 0.6087
82.79 -1.2034 0.608397
82.8 -1.20309 0.608094
82.81 -1.20279 0.607791
82.82 -1.20249 0.607489
82.83 -1.20219 0.607187
82.84 -1.20188 0.606884
82.85 -1.20158 0.606583
82.86 -1.20128 0.606281
82.87 -1.20098 0.605979
82.88 -1.20068 0.605678
82.89 -1.20038 0.605377
82.9 -1.20008 0.605076
82.91 -1.19978 0.604776
82.92 -1.19948 0.604475
82.93 -1.19918 0.604175
82.94 -1.19888 0.603875
82.95 -1.19858 0.603575
82.96 -1.19828 0.603276
82.97 -1.19798 0.602976
82.98 -1.19768 0.602677
82.99 -1.19738 0.602378
83 -1.19708 0.602079
83.01 -1.19678 0.601781
83.02 -1.19648 0.601483
83.03 -1.19618 0.601185
83.04 -1.19589 0.600887
83.05 -1.19559 0.600589
83.06 -1.19529 0.600291
83.07 -1.19499 0.599994
83.08 -1.1947 0.599697
83.09 -1.1944 0.5994
83.1 -1.1941 0.599104
83.11 -1.19381 0.598807
83.12 -1.19351 0.598511
83.13 -1.19322 0.598215
83.14 -1.19292 0.597919
83.15 -1.19262 0.597624
83.16 -1.19233 0.597329
83.17 -1.19203 0.597033
83.18 -1.19174 0.596739
83.19 -1.19144 0.596444
83.2 -1.19115 0.596149
83.21 -1.19086 0.595855
83.22 -1.19056 0.595561
83.23 -1.19027 0.595267
83.24 -1.18997 0.594974
83.25 -1.18968 0.59468
83.26 -1.18939 0.594387
83.27 -1.18909 0.594094
83.28 -1.1888 0.593801
83.29 -1.18851 0.593509
83.3 -1.18822 0.593217
83.31 -1.18792 0.592925
83.32 -1.18763 0.592633
83.33 -1.18734 0.592341
83.34 -1.18705 0.59205
83.35 -1.18676 0.591759
83.36 -1.18647 0.591468
83.37 -1.18618 0.591177
83.38 -1.18589 0.590886
83.39 -1.1856 0.590596
83.4 -1.18531 0.590306
83.41 -1.18502 0.590016
83.42 -1.18473 0.589726
83.43 -1.18444 0.589437
83.44 -1.18415 0.589148
83.45 -1.18386 0.588859
83.46 -1.18357 0.58857
83.47 -1.18328 0.588281
83.48 -1.18299 0.587993
83.49 -1.1827 0.587705
83.5 -1.18242 0.587417
83.51 -1.18213 0.587129
83.52 -1.18184 0.586842
83.53 -1.18155 0.586555
83.54 -1.18127 0.586268
83.55 -1.18098 0.585981
83.56 -1.18069 0.585694
83.57 -1.18041 0.585408
83.58 -1.18012 0.585122
83.59 -1.17984 0.584836
83.6 -1.17955 0.584551
83.61 -1.17927 0.584265
83.62 -1.17898 0.58398
83.63 -1.17869 0.583695
83.64 -1.17841 0.58341
83.65 -1.17813 0.583126
83.66 -1.17784 0.582841
83.67 -1.17756 0.582557
83.68 -1.17727 0.582273
83.69 -1.17699 0.58199
83.7 -1.17671 0.581706
83.71 -1.17642 0.581423
83.72 -1.17614 0.58114
83.73 -1.17586 0.580858
83.74 -1.17558 0.580575
83.75 -1.17529 0.580293
83.76 -1.17501 0.580011
83.77 -1.17473 0.579729
83.78 -1.17445 0.579447
83.79 -1.17417 0.579166
83.8 -1.17389 0.578885
83.81 -1.1736 0.578604
83.82 -1.17332 0.578323
83.83 -1.17304 0.578043
83.84 -1.17276 0.577763
83.85 -1.17248 0.577483
83.86 -1.1722 0.577203
83.87 -1.17192 0.576924
83.88 -1.17164 0.576644
83.89 -1.17137 0.576365
83.9 -1.17109 0.576086
83.91 -1.17081 0.575808
83.92 -1.17053 0.575529
83.93 -1.17025 0.575251
83.94 -1.16997 0.574973
83.95 -1.1697 0.574696
83.96 -1.16942 0.574418
83.97 -1.16914 0.574141
83.98 -1.16886 0.573864
83.99 -1.16859 0.573587
84 -1.16831 0.573311
84.01 -1.16803 0.573034
84.02 -1.16776 0.572758
84.03 -1.16748 0.572482
84.04 -1.16721 0.572207
84.05 -1.16693 0.571931
84.06 -1.16666 0.571656
84.07 -1.16638 0.571381
84.08 -1.16611 0.571107
84.09 -1.16583 0.570832
84.1 -1.16556 0.570558
84.11 -1.16528 0.570284
84.12 -1.16501 0.57001
84.13 -1.16474 0.569737
84.14 -1.16446 0.569463
84.15 -1.16419 0.56919
84.16 -1.16392 0.568917
84.17 -1.16364 0.568645
84.18 -1.16337 0.568373
84.19 -1.1631 0.5681
84.2 -1.16283 0.567828
84.21 -1.16256 0.567557
84.22 -1.16229 0.567285
84.23 -1.16201 0.567014
84.24 -1.16174 0.566743
84.25 -1.16147 0.566473
84.26 -1.1612 0.566202
84.27 -1.16093 0.565932
84.28 -1.16066 0.565662
84.29 -1.16039 0.565392
84.3 -1.16012 0.565122
84.31 -1.15985 0.564853
84.32 -1.15958 0.564584
84.33 -1.15932 0.564315
84.34 -1.15905 0.564046
84.35 -1.15878 0.563778
84.36 -1.15851 0.56351
84.37 -1.15824 0.563242
84.38 -1.15797 0.562974
84.39 -1.15771 0.562707
84.4 -1.15744 0.56244
84.41 -1.15717 0.562173
84.42 -1.15691 0.561906
84.43 -1.15664 0.561639
84.44 -1.15637 0.561373
84.45 -1.15611 0.561107
84.46 -1.15584 0.560841
84.47 -1.15558 0.560576
84.48 -1.15531 0.56031
84.49 -1.15505 0.560045
84.5 -1.15478 0.559781
84.51 -1.15452 0.559516
84.52 -1.15425 0.559252
84.53 -1.15399 0.558987
84.54 -1.15372 0.558724
84.55 -1.15346 0.55846
84.56 -1.1532 0.558196
84.57 -1.15293 0.557933
84.58 -1.15267 0.55767
84.59 -1.15241 0.557408
84.6 -1.15215 0.557145
84.61 -1.15188 0.556883
84.62 -1.15162 0.556621
84.63 -1.15136 0.556359
84.64 -1.1511 0.556097
84.65 -1.15084 0.555836
84.66 -1.15058 0.555575
84.67 -1.15031 0.555314
84.68 -1.15005 0.555054
84.69 -1.14979 0.554793
84.7 -1.14953 0.554533
84.71 -1.14927 0.554273
84.72 -1.14901 0.554014
84.73 -1.14875 0.553754
84.74 -1.1485 0.553495
84.75 -1.14824 0.553236
84.76 -1.14798 0.552978
84.77 -1.14772 0.552719
84.78 -1.14746 0.552461
84.79 -1.1472 0.552203
84.8 -1.14695 0.551945
84.81 -1.14669 0.551688
84.82 -1.14643 0.55143
84.83 -1.14617 0.551173
84.84 -1.14592 0.550917
84.85 -1.14566 0.55066
84.86 -1.1454 0.550404
84.87 -1.14515 0.550148
84.88 -1.14489 0.549892
84.89 -1.14464 0.549636
84.9 -1.14438 0.549381
84.91 -1.14413 0.549126
84.92 -1.14387 0.548871
84.93 -1.14362 0.548616
84.94 -1.14336 0.548362
84.95 -1.14311 0.548108
84.96 -1.14285 0.547854
84.97 -1.1426 0.5476
84.98 -1.14235 0.547347
84.99 -1.14209 0.547094
85 -1.14184 0.546841
85.01 -1.14159 0.546588
85.02 -1.14134 0.546336
85.03 -1.14108 0.546083
85.04 -1.14083 0.545831
85.05 -1.14058 0.54558
85.06 -1.14033 0.545328
85.07 -1.14008 0.545077
85.08 -1.13983 0.544826
85.09 -1.13958 0.544575
85.1 -1.13932 0.544325
85.11 -1.13907 0.544074
85.12 -1.13882 0.543824
85.13 -1.13857 0.543574
85.14 -1.13832 0.543325
85.15 -1.13808 0.543075
85.16 -1.13783 0.542826
85.17 -1.13758 0.542577
85.18 -1.13733 0.542329
85.19 -1.13708 0.54208
85.2 -1.13683 0.541832
85.21 -1.13658 0.541584
85.22 -1.13634 0.541337
85.23 -1.13609 0.541089
85.24 -1.13584 0.540842
85.25 -1.1356 0.540595
85.26 -1.13535 0.540348
85.27 -1.1351 0.540102
85.28 -1.13486 0.539856
85.29 -1.13461 0.53961
85.3 -1.13436 0.539364
85.31 -1.13412 0.539119
85.32 -1.13387 0.538873
85.33 -1.13363 0.538628
85.34 -1.13338 0.538383
85.35 -1.13314 0.538139
85.36 -1.13289 0.537895
85.37 -1.13265 0.537651
85.38 -1.13241 0.537407
85.39 -1.13216 0.537163
85.4 -1.13192 0.53692
85.41 -1.13168 0.536677
85.42 -1.13143 0.536434
85.43 -1.13119 0.536191
85.44 -1.13095 0.535949
85.45 -1.13071 0.535707
85.46 -1.13046 0.535465
85.47 -1.13022 0.535223
85.48 -1.12998 0.534982
85.49 -1.12974 0.534741
85.5 -1.1295 0.5345
85.51 -1.12926 0.534259
85.52 -1.12902 0.534019
85.53 -1.12878 0.533779
85.54 -1.12854 0.533539
85.55 -1.1283 0.533299
85.56 -1.12806 0.533059
85.57 -1.12782 0.53282
85.58 -1.12758 0.532581
85.59 -1.12734 0.532342
85.6 -1.1271 0.532104
85.61 -1.12687 0.531866
85.62 -1.12663 0.531628
85.63 -1.12639 0.53139
85.64 -1.12615 0.531152
85.65 -1.12592 0.530915
85.66 -1.12568 0.530678
85.67 -1.12544 0.530441
85.68 -1.1252 0.530205
85.69 -1.12497 0.529968
85.7 -1.12473 0.529732
85.71 -1.1245 0.529496
85.72 -1.12426 0.529261
85.73 -1.12403 0.529025
85.74 -1.12379 0.52879
85.75 -1.12356 0.528555
85.76 -1.12332 0.528321
85.77 -1.12309 0.528086
85.78 -1.12285 0.527852
85.79 -1.12262 0.527618
85.8 -1.12238 0.527384
85.81 -1.12215 0.527151
85.82 -1.12192 0.526918
85.83 -1.12168 0.526685
85.84 -1.12145 0.526452
85.85 -1.12122 0.52622
85.86 -1.12099 0.525987
85.87 -1.12076 0.525755
85.88 -1.12052 0.525524
85.89 -1.12029 0.525292
85.9 -1.12006 0.525061
85.91 -1.11983 0.52483
85.92 -1.1196 0.524599
85.93 -1.11937 0.524369
85.94 -1.11914 0.524138
85.95 -1.11891 0.523908
85.96 -1.11868 0.523678
85.97 -1.11845 0.523449
85.98 -1.11822 0.523219
85.99 -1.11799 0.52299
86 -1.11776 0.522762
86.01 -1.11753 0.522533
86.02 -1.1173 0.522305
86.03 -1.11708 0.522076
86.04 -1.11685 0.521849
86.05 -1.11662 0.521621
86.06 -1.11639 0.521393
86.07 -1.11617 0.521166
86.08 -1.11594 0.520939
86.09 -1.11571 0.520713
86.1 -1.11549 0.520486
86.11 -1.11526 0.52026
86.12 -1.11503 0.520034
86.13 -1.11481 0.519808
86.14 -1.11458 0.519583
86.15 -1.11436 0.519358
86.16 -1.11413 0.519133
86.17 -1.11391 0.518908
86.18 -1.11368 0.518683
86.19 -1.11346 0.518459
86.2 -1.11324 0.518235
86.21 -1.11301 0.518011
86.22 -1.11279 0.517788
86.23 -1.11256 0.517564
86.24 -1.11234 0.517341
86.25 -1.11212 0.517119
86.26 -1.1119 0.516896
86.27 -1.11167 0.516674
86.28 -1.11145 0.516452
86.29 -1.11123 0.51623
86.3 -1.11101 0.516008
86.31 -1.11079 0.515787
86.32 -1.11057 0.515566
86.33 -1.11034 0.515345
86.34 -1.11012 0.515124
86.35 -1.1099 0.514904
86.36 -1.10968 0.514683
86.37 -1.10946 0.514463
86.38 -1.10924 0.514244
86.39 -1.10902 0.514024
86.4 -1.10881 0.513805
86.41 -1.10859 0.513586
86.42 -1.10837 0.513367
86.43 -1.10815 0.513149
86.44 -1.10793 0.512931
86.45 -1.10771 0.512713
86.46 -1.10749 0.512495
86.47 -1.10728 0.512277
86.48 -1.10706 0.51206
86.49 -1.10684 0.511843
86.5 -1.10663 0.511626
86.51 -1.10641 0.51141
86.52 -1.10619 0.511193
86.53 -1.10598 0.510977
86.54 -1.10576 0.510761
86.55 -1.10555 0.510546
86.56 -1.10533 0.51033
86.57 -1.10512 0.510115
86.58 -1.1049 0.5099
86.59 -1.10469 0.509686
86.6 -1.10447 0.509471
86.61 -1.10426 0.509257
86.62 -1.10404 0.509043
86.63 -1.10383 0.50883
86.64 -1.10362 0.508616
86.65 -1.1034 0.508403
86.66 -1.10319 0.50819
86.67 -1.10298 0.507977
86.68 -1.10276 0.507765
86.69 -1.10255 0.507552
86.7 -1.10234 0.50734
86.71 -1.10213 0.507129
86.72 -1.10192 0.506917
86.73 -1.10171 0.506706
86.74 -1.10149 0.506495
86.75 -1.10128 0.506284
86.76 -1.10107 0.506073
86.77 -1.10086 0.505863
86.78 -1.10065 0.505653
86.79 -1.10044 0.505443
86.8 -1.10023 0.505234
86.81 -1.10002 0.505024
86.82 -1.09982 0.504815
86.83 -1.09961 0.504606
86.84 -1.0994 0.504397
86.85 -1.09919 0.504189
86.86 -1.09898 0.503981
86.87 -1.09877 0.503773
86.88 -1.09857 0.503565
86.89 -1.09836 0.503358
86.9 -1.09815 0.503151
86.91 -1.09794 0.502944
86.92 -1.09774 0.502737
86.93 -1.09753 0.50253
86.94 -1.09732 0.502324
86.95 -1.09712 0.502118
86.96 -1.09691 0.501912
86.97 -1.09671 0.501707
86.98 -1.0965 0.501501
86.99 -1.0963 0.501296
87 -1.09609 0.501091
87.01 -1.09589 0.500887
87.02 -1.09568 0.500682
87.03 -1.09548 0.500478
87.04 -1.09527 0.500274
87.05 -1.09507 0.500071
87.06 -1.09487 0.499867
87.07 -1.09466 0.499664
87.08 -1.09446 0.499461
87.09 -1.09426 0.499259
87.1 -1.09406 0.499056
87.11 -1.09385 0.498854
87.12 -1.09365 0.498652
87.13 -1.09345 0.49845
87.14 -1.09325 0.498249
87.15 -1.09305 0.498047
87.16 -1.09285 0.497846
87.17 -1.09265 0.497646
87.18 -1.09245 0.497445
87.19 -1.09224 0.497245
87.2 -1.09204 0.497045
87.21 -1.09184 0.496845
87.22 -1.09165 0.496645
87.23 -1.09145 0.496446
87.24 -1.09125 0.496247
87.25 -1.09105 0.496048
87.26 -1.09085 0.495849
87.27 -1.09065 0.495651
87.28 -1.09045 0.495453
87.29 -1.09025 0.495255
87.3 -1.09006 0.495057
87.31 -1.08986 0.494859
87.32 -1.08966 0.494662
87.33 -1.08947 0.494465
87.34 -1.08927 0.494268
87.35 -1.08907 0.494072
87.36 -1.08888 0.493876
87.37 -1.08868 0.49368
87.38 -1.08848 0.493484
87.39 -1.08829 0.493288
87.4 -1.08809 0.493093
87.41 -1.0879 0.492898
87.42 -1.0877 0.492703
87.43 -1.08751 0.492508
87.44 -1.08731 0.492314
87.45 -1.08712 0.49212
87.46 -1.08693 0.491926
87.47 -1.08673 0.491732
87.48 -1.08654 0.491539
87.49 -1.08635 0.491345
87.5 -1.08615 0.491152
87.51 -1.08596 0.49096
87.52 -1.08577 0.490767
87.53 -1.08557 0.490575
87.54 -1.08538 0.490383
87.55 -1.08519 0.490191
87.56 -1.085 0.489999
87.57 -1.08481 0.489808
87.58 -1.08462 0.489617
87.59 -1.08443 0.489426
87.6 -1.08424 0.489236
87.61 -1.08405 0.489045
87.62 -1.08386 0.488855
87.63 -1.08367 0.488665
87.64 -1.08348 0.488475
87.65 -1.08329 0.488286
87.66 -1.0831 0.488097
87.67 -1.08291 0.487908
87.68 -1.08272 0.487719
87.69 -1.08253 0.487531
87.7 -1.08234 0.487342
87.71 -1.08215 0.487154
87.72 -1.08197 0.486966
87.73 -1.08178 0.486779
87.74 -1.08159 0.486592
87.75 -1.0814 0.486404
87.76 -1.08122 0.486218
87.77 -1.08103 0.486031
87.78 -1.08084 0.485845
87.79 -1.08066 0.485658
87.8 -1.08047 0.485472
87.81 -1.08029 0.485287
87.82 -1.0801 0.485101
87.83 -1.07992 0.484916
87.84 -1.07973 0.484731
87.85 -1.07955 0.484546
87.86 -1.07936 0.484362
87.87 -1.07918 0.484177
87.88 -1.07899 0.483993
87.89 -1.07881 0.48381
87.9 -1.07863 0.483626
87.91 -1.07844 0.483443
87.92 -1.07826 0.483259
87.93 -1.07808 0.483077
87.94 -1.07789 0.482894
87.95 -1.07771 0.482711
87.96 -1.07753 0.482529
87.97 -1.07735 0.482347
87.98 -1.07717 0.482166
87.99 -1.07698 0.481984
88 -1.0768 0.481803
88.01 -1.07662 0.481622
88.02 -1.07644 0.481441
88.03 -1.07626 0.48126
88.04 -1.07608 0.48108
88.05 -1.0759 0.4809
88.06 -1.07572 0.48072
88.07 -1.07554 0.480541
88.08 -1.07536 0.480361
88.09 -1.07518 0.480182
88.1 -1.075 0.480003
88.11 -1.07482 0.479824
88.12 -1.07465 0.479646
88.13 -1.07447 0.479468
88.14 -1.07429 0.47929
88.15 -1.07411 0.479112
88.16 -1.07393 0.478934
88.17 -1.07376 0.478757
88.18 -1.07358 0.47858
88.19 -1.0734 0.478403
88.2 -1.07323 0.478226
88.21 -1.07305 0.47805
88.22 -1.07287 0.477874
88.23 -1.0727 0.477698
88.24 -1.07252 0.477522
88.25 -1.07235 0.477347
88.26 -1.07217 0.477171
88.27 -1.072 0.476996
88.28 -1.07182 0.476822
88.29 -1.07165 0.476647
88.3 -1.07147 0.476473
88.31 -1.0713 0.476299
88.32 -1.07112 0.476125
88.33 -1.07095 0.475951
88.34 -1.07078 0.475778
88.35 -1.0706 0.475605
88.36 -1.07043 0.475432
88.37 -1.07026 0.475259
88.38 -1.07009 0.475087
88.39 -1.06991 0.474914
88.4 -1.06974 0.474742
88.41 -1.06957 0.474571
88.42 -1.0694 0.474399
88.43 -1.06923 0.474228
88.44 -1.06906 0.474057
88.45 -1.06889 0.473886
88.46 -1.06872 0.473715
88.47 -1.06854 0.473545
88.48 -1.06837 0.473375
88.49 -1.0682 0.473205
88.5 -1.06804 0.473035
88.51 -1.06787 0.472866
88.52 -1.0677 0.472696
88.53 -1.06753 0.472527
88.54 -1.06736 0.472359
88.55 -1.06719 0.47219
88.56 -1.06702 0.472022
88.57 -1.06685 0.471854
88.58 -1.06669 0.471686
88.59 -1.06652 0.471518
88.6 -1.06635 0.471351
88.61 -1.06618 0.471183
88.62 -1.06602 0.471016
88.63 -1.06585 0.47085
88.64 -1.06568 0.470683
88.65 -1.06552 0.470517
88.66 -1.06535 0.470351
88.67 -1.06519 0.470185
88.68 -1.06502 0.470019
88.69 -1.06485 0.469854
88.7 -1.06469 0.469689
88.71 -1.06452 0.469524
88.72 -1.06436 0.469359
88.73 -1.06419 0.469195
88.74 -1.06403 0.469031
88.75 -1.06387 0.468867
88.76 -1.0637 0.468703
88.77 -1.06354 0.468539
88.78 -1.06338 0.468376
88.79 -1.06321 0.468213
88.8 -1.06305 0.46805
88.81 -1.06289 0.467888
88.82 -1.06273 0.467725
88.83 -1.06256 0.467563
88.84 -1.0624 0.467401
88.85 -1.06224 0.467239
88.86 -1.06208 0.467078
88.87 -1.06192 0.466917
88.88 -1.06176 0.466756
88.89 -1.06159 0.466595
88.9 -1.06143 0.466434
88.91 -1.06127 0.466274
88.92 -1.06111 0.466114
88.93 -1.06095 0.465954
88.94 -1.06079 0.465794
88.95 -1.06063 0.465635
88.96 -1.06048 0.465475
88.97 -1.06032 0.465316
88.98 -1.06016 0.465158
88.99 -1.06 0.464999
89 -1.05984 0.464841
89.01 -1.05968 0.464683
89.02 -1.05952 0.464525
89.03 -1.05937 0.464367
89.04 -1.05921 0.46421
89.05 -1.05905 0.464052
89.06 -1.0589 0.463895
89.07 -1.05874 0.463739
89.08 -1.05858 0.463582
89.09 -1.05843 0.463426
89.1 -1.05827 0.46327
89.11 -1.05811 0.463114
89.12 -1.05796 0.462958
89.13 -1.0578 0.462803
89.14 -1.05765 0.462648
89.15 -1.05749 0.462493
89.16 -1.05734 0.462338
89.17 -1.05718 0.462184
89.18 -1.05703 0.462029
89.19 -1.05688 0.461875
89.2 -1.05672 0.461722
89.21 -1.05657 0.461568
89.22 -1.05641 0.461415
