t V T
97.19 -1.00014 0.405142
97.2 -1.00015 0.40515
97.21 -1.00016 0.405157
97.22 -1.00017 0.405165
97.23 -1.00017 0.405173
97.24 -1.00018 0.405181
97.25 -1.00019 0.40519
97.26 -1.0002 0.405198
97.27 -1.00021 0.405207
97.28 -1.00022 0.405216
97.29 -1.00023 0.405225
97.3 -1.00023 0.405235
97.31 -1.00024 0.405244
97.32 -1.00025 0.405254
97.33 -1.00026 0.405264
97.34 -1.00027 0.405274
97.35 -1.00028 0.405284
97.36 -1.00029 0.405295
97.37 -1.00031 0.405305
97.38 -1.00032 0.405316
97.39 -1.00033 0.405327
97.4 -1.00034 0.405339
97.41 -1.00035 0.40535
97.42 -1.00036 0.405362
97.43 -1.00037 0.405373
97.44 -1.00039 0.405385
97.45 -1.0004 0.405398
97.46 -1.00041 0.40541
97.47 -1.00042 0.405423
97.48 -1.00044 0.405435
97.49 -1.00045 0.405448
97.5 -1.00046 0.405461
97.51 -1.00047 0.405475
97.52 -1.00049 0.405488
97.53 -1.0005 0.405502
97.54 -1.00052 0.405516
97.55 -1.00053 0.40553
97.56 -1.00054 0.405544
97.57 -1.00056 0.405559
97.58 -1.00057 0.405574
97.59 -1.00059 0.405588
97.6 -1.0006 0.405603
97.61 -1.00062 0.405619
97.62 -1.00063 0.405634
97.63 -1.00065 0.40565
97.64 -1.00067 0.405666
97.65 -1.00068 0.405682
97.66 -1.0007 0.405698
97.67 -1.00071 0.405714
97.68 -1.00073 0.405731
97.69 -1.00075 0.405748
97.7 -1.00076 0.405765
97.71 -1.00078 0.405782
97.72 -1.0008 0.405799
97.73 -1.00082 0.405817
97.74 -1.00083 0.405834
97.75 -1.00085 0.405852
97.76 -1.00087 0.40587
97.77 -1.00089 0.405889
97.78 -1.00091 0.405907
97.79 -1.00093 0.405926
97.8 -1.00094 0.405945
97.81 -1.00096 0.405964
97.82 -1.00098 0.405983
97.83 -1.001 0.406002
97.84 -1.00102 0.406022
97.85 -1.00104 0.406042
97.86 -1.00106 0.406062
97.87 -1.00108 0.406082
97.88 -1.0011 0.406102
97.89 -1.00112 0.406123
97.9 -1.00114 0.406144
97.91 -1.00116 0.406165
97.92 -1.00119 0.406186
97.93 -1.00121 0.406207
97.94 -1.00123 0.406229
97.95 -1.00125 0.40625
97.96 -1.00127 0.406272
97.97 -1.00129 0.406295
97.98 -1.00132 0.406317
97.99 -1.00134 0.406339
98 -1.00136 0.406362
98.01 -1.00138 0.406385
98.02 -1.00141 0.406408
98.03 -1.00143 0.406431
98.04 -1.00145 0.406455
98.05 -1.00148 0.406478
98.06 -1.0015 0.406502
98.07 -1.00153 0.406526
98.08 -1.00155 0.40655
98.09 -1.00157 0.406575
98.1 -1.0016 0.406599
98.11 -1.00162 0.406624
98.12 -1.00165 0.406649
98.13 -1.00167 0.406674
98.14 -1.0017 0.4067
98.15 -1.00173 0.406725
98.16 -1.00175 0.406751
98.17 -1.00178 0.406777
98.18 -1.0018 0.406803
98.19 -1.00183 0.406829
98.2 -1.00186 0.406856
98.21 -1.00188 0.406882
98.22 -1.00191 0.406909
98.23 -1.00194 0.406936
98.24 -1.00196 0.406964
98.25 -1.00199 0.406991
98.26 -1.00202 0.407019
98.27 -1.00205 0.407047
98.28 -1.00207 0.407075
98.29 -1.0021 0.407103
98.3 -1.00213 0.407131
98.31 -1.00216 0.40716
98.32 -1.00219 0.407189
98.33 -1.00222 0.407218
98.34 -1.00225 0.407247
98.35 -1.00228 0.407276
98.36 -1.00231 0.407306
98.37 -1.00234 0.407336
98.38 -1.00237 0.407366
98.39 -1.0024 0.407396
98.4 -1.00243 0.407426
98.41 -1.00246 0.407457
98.42 -1.00249 0.407487
98.43 -1.00252 0.407518
98.44 -1.00255 0.407549
98.45 -1.00258 0.407581
98.46 -1.00261 0.407612
98.47 -1.00264 0.407644
98.48 -1.00268 0.407676
98.49 -1.00271 0.407708
98.5 -1.00274 0.40774
98.51 -1.00277 0.407772
98.52 -1.00281 0.407805
98.53 -1.00284 0.407838
98.54 -1.00287 0.407871
98.55 -1.0029 0.407904
98.56 -1.00294 0.407938
98.57 -1.00297 0.407971
98.58 -1.003 0.408005
98.59 -1.00304 0.408039
98.6 -1.00307 0.408073
98.61 -1.00311 0.408107
98.62 -1.00314 0.408142
98.63 -1.00318 0.408177
98.64 -1.00321 0.408212
98.65 -1.00325 0.408247
98.66 -1.00328 0.408282
98.67 -1.00332 0.408318
98.68 -1.00335 0.408353
98.69 -1.00339 0.408389
98.7 -1.00343 0.408425
98.71 -1.00346 0.408462
98.72 -1.0035 0.408498
98.73 -1.00353 0.408535
98.74 -1.00357 0.408572
98.75 -1.00361 0.408609
98.76 -1.00365 0.408646
98.77 -1.00368 0.408684
98.78 -1.00372 0.408721
98.79 -1.00376 0.408759
98.8 -1.0038 0.408797
98.81 -1.00384 0.408835
98.82 -1.00387 0.408874
98.83 -1.00391 0.408912
98.84 -1.00395 0.408951
98.85 -1.00399 0.40899
98.86 -1.00403 0.409029
98.87 -1.00407 0.409069
98.88 -1.00411 0.409108
98.89 -1.00415 0.409148
98.9 -1.00419 0.409188
98.91 -1.00423 0.409228
98.92 -1.00427 0.409268
98.93 -1.00431 0.409309
98.94 -1.00435 0.40935
98.95 -1.00439 0.40939
98.96 -1.00443 0.409432
98.97 -1.00447 0.409473
98.98 -1.00451 0.409514
98.99 -1.00456 0.409556
99 -1.0046 0.409598
99.01 -1.00464 0.40964
99.02 -1.00468 0.409682
99.03 -1.00472 0.409725
99.04 -1.00477 0.409767
99.05 -1.00481 0.40981
99.06 -1.00485 0.409853
99.07 -1.0049 0.409897
99.08 -1.00494 0.40994
99.09 -1.00498 0.409984
99.1 -1.00503 0.410027
99.11 -1.00507 0.410071
99.12 -1.00512 0.410116
99.13 -1.00516 0.41016
99.14 -1.0052 0.410205
99.15 -1.00525 0.410249
99.16 -1.00529 0.410294
99.17 -1.00534 0.41034
99.18 -1.00538 0.410385
99.19 -1.00543 0.41043
99.2 -1.00548 0.410476
99.21 -1.00552 0.410522
99.22 -1.00557 0.410568
99.23 -1.00561 0.410615
99.24 -1.00566 0.410661
99.25 -1.00571 0.410708
99.26 -1.00575 0.410755
99.27 -1.0058 0.410802
99.28 -1.00585 0.410849
99.29 -1.0059 0.410897
99.3 -1.00594 0.410944
99.31 -1.00599 0.410992
99.32 -1.00604 0.41104
99.33 -1.00609 0.411089
99.34 -1.00614 0.411137
99.35 -1.00619 0.411186
99.36 -1.00623 0.411235
99.37 -1.00628 0.411284
99.38 -1.00633 0.411333
99.39 -1.00638 0.411382
99.4 -1.00643 0.411432
99.41 -1.00648 0.411482
99.42 -1.00653 0.411532
99.43 -1.00658 0.411582
99.44 -1.00663 0.411632
99.45 -1.00668 0.411683
99.46 -1.00673 0.411734
99.47 -1.00678 0.411785
99.48 -1.00684 0.411836
99.49 -1.00689 0.411887
99.5 -1.00694 0.411939
99.51 -1.00699 0.411991
99.52 -1.00704 0.412043
99.53 -1.00709 0.412095
99.54 -1.00715 0.412147
99.55 -1.0072 0.4122
99.56 -1.00725 0.412253
99.57 -1.00731 0.412306
99.58 -1.00736 0.412359
99.59 -1.00741 0.412412
99.6 -1.00747 0.412466
99.61 -1.00752 0.412519
99.62 -1.00757 0.412573
99.63 -1.00763 0.412627
99.64 -1.00768 0.412682
99.65 -1.00774 0.412736
99.66 -1.00779 0.412791
99.67 -1.00785 0.412846
99.68 -1.0079 0.412901
99.69 -1.00796 0.412956
99.7 -1.00801 0.413012
99.71 -1.00807 0.413067
99.72 -1.00812 0.413123
99.73 -1.00818 0.413179
99.74 -1.00824 0.413235
99.75 -1.00829 0.413292
99.76 -1.00835 0.413349
99.77 -1.00841 0.413405
99.78 -1.00846 0.413463
99.79 -1.00852 0.41352
99.8 -1.00858 0.413577
99.81 -1.00863 0.413635
99.82 -1.00869 0.413693
99.83 -1.00875 0.413751
99.84 -1.00881 0.413809
99.85 -1.00887 0.413867
99.86 -1.00893 0.413926
99.87 -1.00898 0.413985
99.88 -1.00904 0.414044
99.89 -1.0091 0.414103
99.9 -1.00916 0.414162
99.91 -1.00922 0.414222
99.92 -1.00928 0.414282
99.93 -1.00934 0.414342
99.94 -1.0094 0.414402
99.95 -1.00946 0.414462
99.96 -1.00952 0.414523
99.97 -1.00958 0.414584
99.98 -1.00964 0.414645
99.99 -1.00971 0.414706
100 -1.00977 0.414767
100.01 -1.00983 0.414829
100.02 -1.00989 0.414891
100.03 -1.00995 0.414953
100.04 -1.01001 0.415015
100.05 -1.01008 0.415077
100.06 -1.01014 0.41514
100.07 -1.0102 0.415202
100.08 -1.01027 0.415265
100.09 -1.01033 0.415328
100.1 -1.01039 0.415392
100.11 -1.01046 0.415455
100.12 -1.01052 0.415519
100.13 -1.01058 0.415583
100.14 -1.01065 0.415647
100.15 -1.01071 0.415711
100.16 -1.01078 0.415776
100.17 -1.01084 0.415841
100.18 -1.01091 0.415906
100.19 -1.01097 0.415971
100.2 -1.01104 0.416036
100.21 -1.0111 0.416102
100.22 -1.01117 0.416167
100.23 -1.01123 0.416233
100.24 -1.0113 0.416299
100.25 -1.01137 0.416366
100.26 -1.01143 0.416432
100.27 -1.0115 0.416499
100.28 -1.01157 0.416566
100.29 -1.01163 0.416633
100.3 -1.0117 0.4167
100.31 -1.01177 0.416768
100.32 -1.01184 0.416835
100.33 -1.0119 0.416903
100.34 -1.01197 0.416971
100.35 -1.01204 0.41704
100.36 -1.01211 0.417108
100.37 -1.01218 0.417177
100.38 -1.01225 0.417246
100.39 -1.01231 0.417315
100.4 -1.01238 0.417384
100.41 -1.01245 0.417453
100.42 -1.01252 0.417523
100.43 -1.01259 0.417593
100.44 -1.01266 0.417663
100.45 -1.01273 0.417733
100.46 -1.0128 0.417804
100.47 -1.01287 0.417874
100.48 -1.01295 0.417945
100.49 -1.01302 0.418016
100.5 -1.01309 0.418088
100.51 -1.01316 0.418159
100.52 -1.01323 0.418231
100.53 -1.0133 0.418303
100.54 -1.01337 0.418375
100.55 -1.01345 0.418447
100.56 -1.01352 0.418519
100.57 -1.01359 0.418592
100.58 -1.01366 0.418665
100.59 -1.01374 0.418738
100.6 -1.01381 0.418811
100.61 -1.01388 0.418885
100.62 -1.01396 0.418958
100.63 -1.01403 0.419032
100.64 -1.01411 0.419106
100.65 -1.01418 0.41918
100.66 -1.01425 0.419255
100.67 -1.01433 0.41933
100.68 -1.0144 0.419404
100.69 -1.01448 0.419479
100.7 -1.01455 0.419555
100.71 -1.01463 0.41963
100.72 -1.01471 0.419706
100.73 -1.01478 0.419782
100.74 -1.01486 0.419858
100.75 -1.01493 0.419934
100.76 -1.01501 0.42001
100.77 -1.01509 0.420087
100.78 -1.01516 0.420164
100.79 -1.01524 0.420241
100.8 -1.01532 0.420318
100.81 -1.0154 0.420396
100.82 -1.01547 0.420473
100.83 -1.01555 0.420551
100.84 -1.01563 0.420629
100.85 -1.01571 0.420708
100.86 -1.01579 0.420786
100.87 -1.01586 0.420865
100.88 -1.01594 0.420944
100.89 -1.01602 0.421023
100.9 -1.0161 0.421102
100.91 -1.01618 0.421181
100.92 -1.01626 0.421261
100.93 -1.01634 0.421341
100.94 -1.01642 0.421421
100.95 -1.0165 0.421501
100.96 -1.01658 0.421582
100.97 -1.01666 0.421662
100.98 -1.01674 0.421743
100.99 -1.01682 0.421824
101 -1.01691 0.421906
101.01 -1.01699 0.421987
101.02 -1.01707 0.422069
101.03 -1.01715 0.422151
101.04 -1.01723 0.422233
101.05 -1.01731 0.422315
101.06 -1.0174 0.422397
101.07 -1.01748 0.42248
101.08 -1.01756 0.422563
101.09 -1.01765 0.422646
101.1 -1.01773 0.422729
101.11 -1.01781 0.422813
101.12 -1.0179 0.422897
101.13 -1.01798 0.42298
101.14 -1.01806 0.423065
101.15 -1.01815 0.423149
101.16 -1.01823 0.423233
101.17 -1.01832 0.423318
101.18 -1.0184 0.423403
101.19 -1.01849 0.423488
101.2 -1.01857 0.423573
101.21 -1.01866 0.423659
101.22 -1.01874 0.423745
101.23 -1.01883 0.423831
101.24 -1.01892 0.423917
101.25 -1.019 0.424003
101.26 -1.01909 0.42409
101.27 -1.01918 0.424176
101.28 -1.01926 0.424263
101.29 -1.01935 0.42435
101.3 -1.01944 0.424438
101.31 -1.01953 0.424525
101.32 -1.01961 0.424613
101.33 -1.0197 0.424701
101.34 -1.01979 0.424789
101.35 -1.01988 0.424878
101.36 -1.01997 0.424966
101.37 -1.02005 0.425055
101.38 -1.02014 0.425144
101.39 -1.02023 0.425233
101.4 -1.02032 0.425322
101.41 -1.02041 0.425412
101.42 -1.0205 0.425502
101.43 -1.02059 0.425592
101.44 -1.02068 0.425682
101.45 -1.02077 0.425772
101.46 -1.02086 0.425863
101.47 -1.02095 0.425954
101.48 -1.02104 0.426045
101.49 -1.02114 0.426136
101.5 -1.02123 0.426227
101.51 -1.02132 0.426319
101.52 -1.02141 0.426411
101.53 -1.0215 0.426503
101.54 -1.0216 0.426595
101.55 -1.02169 0.426688
101.56 -1.02178 0.42678
101.57 -1.02187 0.426873
101.58 -1.02197 0.426966
101.59 -1.02206 0.427059
101.6 -1.02215 0.427153
101.61 -1.02225 0.427247
101.62 -1.02234 0.42734
101.63 -1.02243 0.427435
101.64 -1.02253 0.427529
101.65 -1.02262 0.427623
101.66 -1.02272 0.427718
101.67 -1.02281 0.427813
101.68 -1.02291 0.427908
101.69 -1.023 0.428003
101.7 -1.0231 0.428099
101.71 -1.02319 0.428195
101.72 -1.02329 0.428291
101.73 -1.02339 0.428387
101.74 -1.02348 0.428483
101.75 -1.02358 0.42858
101.76 -1.02368 0.428676
101.77 -1.02377 0.428773
101.78 -1.02387 0.42887
101.79 -1.02397 0.428968
101.8 -1.02407 0.429065
101.81 -1.02416 0.429163
101.82 -1.02426 0.429261
101.83 -1.02436 0.429359
101.84 -1.02446 0.429458
101.85 -1.02456 0.429556
101.86 -1.02466 0.429655
101.87 -1.02475 0.429754
101.88 -1.02485 0.429853
101.89 -1.02495 0.429953
101.9 -1.02505 0.430052
101.91 -1.02515 0.430152
101.92 -1.02525 0.430252
101.93 -1.02535 0.430353
101.94 -1.02545 0.430453
101.95 -1.02555 0.430554
101.96 -1.02565 0.430655
101.97 -1.02576 0.430756
101.98 -1.02586 0.430857
101.99 -1.02596 0.430959
102 -1.02606 0.43106
102.01 -1.02616 0.431162
102.02 -1.02626 0.431264
102.03 -1.02637 0.431367
102.04 -1.02647 0.431469
102.05 -1.02657 0.431572
102.06 -1.02667 0.431675
102.07 -1.02678 0.431778
102.08 -1.02688 0.431881
102.09 -1.02699 0.431985
102.1 -1.02709 0.432089
102.11 -1.02719 0.432193
102.12 -1.0273 0.432297
102.13 -1.0274 0.432401
102.14 -1.02751 0.432506
102.15 -1.02761 0.432611
102.16 -1.02772 0.432716
102.17 -1.02782 0.432821
102.18 -1.02793 0.432927
102.19 -1.02803 0.433032
102.2 -1.02814 0.433138
102.21 -1.02824 0.433244
102.22 -1.02835 0.433351
102.23 -1.02846 0.433457
102.24 -1.02856 0.433564
102.25 -1.02867 0.433671
102.26 -1.02878 0.433778
102.27 -1.02889 0.433885
102.28 -1.02899 0.433993
102.29 -1.0291 0.4341
102.3 -1.02921 0.434208
102.31 -1.02932 0.434317
102.32 -1.02942 0.434425
102.33 -1.02953 0.434534
102.34 -1.02964 0.434642
102.35 -1.02975 0.434751
102.36 -1.02986 0.434861
102.37 -1.02997 0.43497
102.38 -1.03008 0.43508
102.39 -1.03019 0.435189
102.4 -1.0303 0.4353
102.41 -1.03041 0.43541
102.42 -1.03052 0.43552
102.43 -1.03063 0.435631
102.44 -1.03074 0.435742
102.45 -1.03085 0.435853
102.46 -1.03096 0.435964
102.47 -1.03108 0.436076
102.48 -1.03119 0.436188
102.49 -1.0313 0.4363
102.5 -1.03141 0.436412
102.51 -1.03152 0.436524
102.52 -1.03164 0.436637
102.53 -1.03175 0.436749
102.54 -1.03186 0.436862
102.55 -1.03198 0.436976
102.56 -1.03209 0.437089
102.57 -1.0322 0.437203
102.58 -1.03232 0.437317
102.59 -1.03243 0.437431
102.6 -1.03254 0.437545
102.61 -1.03266 0.437659
102.62 -1.03277 0.437774
102.63 -1.03289 0.437889
102.64 -1.033 0.438004
102.65 -1.03312 0.438119
102.66 -1.03323 0.438235
102.67 -1.03335 0.438351
102.68 -1.03347 0.438467
102.69 -1.03358 0.438583
102.7 -1.0337 0.438699
102.71 -1.03382 0.438816
102.72 -1.03393 0.438933
102.73 -1.03405 0.43905
102.74 -1.03417 0.439167
102.75 -1.03428 0.439284
102.76 -1.0344 0.439402
102.77 -1.03452 0.43952
102.78 -1.03464 0.439638
102.79 -1.03476 0.439756
102.8 -1.03487 0.439875
102.81 -1.03499 0.439994
102.82 -1.03511 0.440112
102.83 -1.03523 0.440232
102.84 -1.03535 0.440351
102.85 -1.03547 0.440471
102.86 -1.03559 0.44059
102.87 -1.03571 0.44071
102.88 -1.03583 0.440831
102.89 -1.03595 0.440951
102.9 -1.03607 0.441072
102.91 -1.03619 0.441192
102.92 -1.03631 0.441314
102.93 -1.03643 0.441435
102.94 -1.03656 0.441556
102.95 -1.03668 0.441678
102.96 -1.0368 0.4418
102.97 -1.03692 0.441922
102.98 -1.03704 0.442044
102.99 -1.03717 0.442167
103 -1.03729 0.44229
103.01 -1.03741 0.442413
103.02 -1.03754 0.442536
103.03 -1.03766 0.442659
103.04 -1.03778 0.442783
103.05 -1.03791 0.442907
103.06 -1.03803 0.443031
103.07 -1.03816 0.443155
103.08 -1.03828 0.44328
103.09 -1.0384 0.443404
103.1 -1.03853 0.443529
103.11 -1.03865 0.443655
103.12 -1.03878 0.44378
103.13 -1.03891 0.443905
103.14 -1.03903 0.444031
103.15 -1.03916 0.444157
103.16 -1.03928 0.444283
103.17 -1.03941 0.44441
103.18 -1.03954 0.444537
103.19 -1.03966 0.444663
103.2 -1.03979 0.44479
103.21 -1.03992 0.444918
103.22 -1.04005 0.445045
103.23 -1.04017 0.445173
103.24 -1.0403 0.445301
103.25 -1.04043 0.445429
103.26 -1.04056 0.445557
103.27 -1.04069 0.445686
103.28 -1.04081 0.445815
103.29 -1.04094 0.445944
103.3 -1.04107 0.446073
103.31 -1.0412 0.446202
103.32 -1.04133 0.446332
103.33 -1.04146 0.446462
103.34 -1.04159 0.446592
103.35 -1.04172 0.446722
103.36 -1.04185 0.446853
103.37 -1.04198 0.446984
103.38 -1.04211 0.447115
103.39 -1.04225 0.447246
103.4 -1.04238 0.447377
103.41 -1.04251 0.447509
103.42 -1.04264 0.447641
103.43 -1.04277 0.447773
103.44 -1.04291 0.447905
103.45 -1.04304 0.448038
103.46 -1.04317 0.44817
103.47 -1.0433 0.448303
103.48 -1.04344 0.448436
103.49 -1.04357 0.44857
103.5 -1.0437 0.448703
103.51 -1.04384 0.448837
103.52 -1.04397 0.448971
103.53 -1.04411 0.449105
103.54 -1.04424 0.44924
103.55 -1.04437 0.449374
103.56 -1.04451 0.449509
103.57 -1.04464 0.449644
103.58 -1.04478 0.44978
103.59 -1.04492 0.449915
103.6 -1.04505 0.450051
103.61 -1.04519 0.450187
103.62 -1.04532 0.450323
103.63 -1.04546 0.450459
103.64 -1.0456 0.450596
103.65 -1.04573 0.450733
103.66 -1.04587 0.45087
103.67 -1.04601 0.451007
103.68 -1.04614 0.451145
103.69 -1.04628 0.451283
103.7 -1.04642 0.45142
103.71 -1.04656 0.451559
103.72 -1.0467 0.451697
103.73 -1.04684 0.451836
103.74 -1.04697 0.451974
103.75 -1.04711 0.452113
103.76 -1.04725 0.452253
103.77 -1.04739 0.452392
103.78 -1.04753 0.452532
103.79 -1.04767 0.452672
103.8 -1.04781 0.452812
103.81 -1.04795 0.452952
103.82 -1.04809 0.453093
103.83 -1.04823 0.453234
103.84 -1.04837 0.453375
103.85 -1.04852 0.453516
103.86 -1.04866 0.453657
103.87 -1.0488 0.453799
103.88 -1.04894 0.453941
103.89 -1.04908 0.454083
103.9 -1.04923 0.454225
103.91 -1.04937 0.454368
103.92 -1.04951 0.454511
103.93 -1.04965 0.454654
103.94 -1.0498 0.454797
103.95 -1.04994 0.45494
103.96 -1.05008 0.455084
103.97 -1.05023 0.455228
103.98 -1.05037 0.455372
103.99 -1.05052 0.455516
104 -1.05066 0.455661
104.01 -1.05081 0.455806
104.02 -1.05095 0.455951
104.03 -1.0511 0.456096
104.04 -1.05124 0.456241
104.05 -1.05139 0.456387
104.06 -1.05153 0.456533
104.07 -1.05168 0.456679
104.08 -1.05183 0.456825
104.09 -1.05197 0.456972
104.1 -1.05212 0.457119
104.11 -1.05227 0.457266
104.12 -1.05241 0.457413
104.13 -1.05256 0.45756
104.14 -1.05271 0.457708
104.15 -1.05286 0.457856
104.16 -1.053 0.458004
104.17 -1.05315 0.458152
104.18 -1.0533 0.458301
104.19 -1.05345 0.458449
104.2 -1.0536 0.458598
104.21 -1.05375 0.458748
104.22 -1.0539 0.458897
104.23 -1.05405 0.459047
104.24 -1.0542 0.459197
104.25 -1.05435 0.459347
104.26 -1.0545 0.459497
104.27 -1.05465 0.459648
104.28 -1.0548 0.459798
104.29 -1.05495 0.459949
104.3 -1.0551 0.460101
104.31 -1.05525 0.460252
104.32 -1.0554 0.460404
104.33 -1.05556 0.460556
104.34 -1.05571 0.460708
104.35 -1.05586 0.46086
104.36 -1.05601 0.461013
104.37 -1.05617 0.461165
104.38 -1.05632 0.461318
104.39 -1.05647 0.461472
104.4 -1.05663 0.461625
104.41 -1.05678 0.461779
104.42 -1.05693 0.461933
104.43 -1.05709 0.462087
104.44 -1.05724 0.462241
104.45 -1.0574 0.462396
104.46 -1.05755 0.46255
104.47 -1.05771 0.462706
104.48 -1.05786 0.462861
104.49 -1.05802 0.463016
104.5 -1.05817 0.463172
104.51 -1.05833 0.463328
104.52 -1.05848 0.463484
104.53 -1.05864 0.46364
104.54 -1.0588 0.463797
104.55 -1.05895 0.463954
104.56 -1.05911 0.464111
104.57 -1.05927 0.464268
104.58 -1.05943 0.464426
104.59 -1.05958 0.464583
104.6 -1.05974 0.464741
104.61 -1.0599 0.4649
104.62 -1.06006 0.465058
104.63 -1.06022 0.465217
104.64 -1.06038 0.465375
104.65 -1.06053 0.465535
104.66 -1.06069 0.465694
104.67 -1.06085 0.465853
104.68 -1.06101 0.466013
104.69 -1.06117 0.466173
104.7 -1.06133 0.466333
104.71 -1.06149 0.466494
104.72 -1.06165 0.466654
104.73 -1.06182 0.466815
104.74 -1.06198 0.466977
104.75 -1.06214 0.467138
104.76 -1.0623 0.467299
104.77 -1.06246 0.467461
104.78 -1.06262 0.467623
104.79 -1.06279 0.467786
104.8 -1.06295 0.467948
104.81 -1.06311 0.468111
104.82 -1.06327 0.468274
104.83 -1.06344 0.468437
104.84 -1.0636 0.4686
104.85 -1.06376 0.468764
104.86 -1.06393 0.468928
104.87 -1.06409 0.469092
104.88 -1.06426 0.469256
104.89 -1.06442 0.469421
104.9 -1.06459 0.469585
104.91 -1.06475 0.46975
104.92 -1.06492 0.469916
104.93 -1.06508 0.470081
104.94 -1.06525 0.470247
104.95 -1.06541 0.470413
104.96 -1.06558 0.470579
104.97 -1.06575 0.470745
104.98 -1.06591 0.470912
104.99 -1.06608 0.471079
105 -1.06625 0.471246
105.01 -1.06641 0.471413
105.02 -1.06658 0.47158
105.03 -1.06675 0.471748
105.04 -1.06692 0.471916
105.05 -1.06708 0.472084
105.06 -1.06725 0.472253
105.07 -1.06742 0.472421
105.08 -1.06759 0.47259
105.09 -1.06776 0.472759
105.1 -1.06793 0.472929
105.11 -1.0681 0.473098
105.12 -1.06827 0.473268
105.13 -1.06844 0.473438
105.14 -1.06861 0.473608
105.15 -1.06878 0.473779
105.16 -1.06895 0.473949
105.17 -1.06912 0.47412
105.18 -1.06929 0.474292
105.19 -1.06946 0.474463
105.2 -1.06963 0.474635
105.21 -1.06981 0.474806
105.22 -1.06998 0.474979
105.23 -1.07015 0.475151
105.24 -1.07032 0.475323
105.25 -1.0705 0.475496
105.26 -1.07067 0.475669
105.27 -1.07084 0.475842
105.28 -1.07102 0.476016
105.29 -1.07119 0.47619
105.3 -1.07136 0.476364
105.31 -1.07154 0.476538
105.32 -1.07171 0.476712
105.33 -1.07189 0.476887
105.34 -1.07206 0.477062
105.35 -1.07224 0.477237
105.36 -1.07241 0.477412
105.37 -1.07259 0.477588
105.38 -1.07276 0.477763
105.39 -1.07294 0.477939
105.4 -1.07312 0.478116
105.41 -1.07329 0.478292
105.42 -1.07347 0.478469
105.43 -1.07365 0.478646
105.44 -1.07382 0.478823
105.45 -1.074 0.479
105.46 -1.07418 0.479178
105.47 -1.07436 0.479356
105.48 -1.07453 0.479534
105.49 -1.07471 0.479712
105.5 -1.07489 0.479891
105.51 -1.07507 0.48007
105.52 -1.07525 0.480249
105.53 -1.07543 0.480428
105.54 -1.07561 0.480607
105.55 -1.07579 0.480787
105.56 -1.07597 0.480967
105.57 -1.07615 0.481147
105.58 -1.07633 0.481328
105.59 -1.07651 0.481508
105.6 -1.07669 0.481689
105.61 -1.07687 0.48187
105.62 -1.07705 0.482052
105.63 -1.07723 0.482233
105.64 -1.07742 0.482415
105.65 -1.0776 0.482597
105.66 -1.07778 0.482779
105.67 -1.07796 0.482962
105.68 -1.07814 0.483145
105.69 -1.07833 0.483328
105.7 -1.07851 0.483511
105.71 -1.07869 0.483694
105.72 -1.07888 0.483878
105.73 -1.07906 0.484062
105.74 -1.07925 0.484246
105.75 -1.07943 0.48443
105.76 -1.07961 0.484615
105.77 -1.0798 0.4848
105.78 -1.07998 0.484985
105.79 -1.08017 0.48517
105.8 -1.08036 0.485356
105.81 -1.08054 0.485542
105.82 -1.08073 0.485728
105.83 -1.08091 0.485914
105.84 -1.0811 0.4861
105.85 -1.08129 0.486287
105.86 -1.08147 0.486474
105.87 -1.08166 0.486661
105.88 -1.08185 0.486849
105.89 -1.08204 0.487036
105.9 -1.08222 0.487224
105.91 -1.08241 0.487412
105.92 -1.0826 0.487601
105.93 -1.08279 0.487789
105.94 -1.08298 0.487978
105.95 -1.08317 0.488167
105.96 -1.08336 0.488356
105.97 -1.08355 0.488546
105.98 -1.08374 0.488736
105.99 -1.08393 0.488926
106 -1.08412 0.489116
106.01 -1.08431 0.489306
106.02 -1.0845 0.489497
106.03 -1.08469 0.489688
106.04 -1.08488 0.489879
106.05 -1.08507 0.490071
106.06 -1.08526 0.490262
106.07 -1.08545 0.490454
106.08 -1.08565 0.490646
106.09 -1.08584 0.490839
106.1 -1.08603 0.491031
106.11 -1.08622 0.491224
106.12 -1.08642 0.491417
106.13 -1.08661 0.491611
106.14 -1.0868 0.491804
106.15 -1.087 0.491998
106.16 -1.08719 0.492192
106.17 -1.08739 0.492386
106.18 -1.08758 0.492581
106.19 -1.08778 0.492775
106.2 -1.08797 0.49297
106.21 -1.08817 0.493165
106.22 -1.08836 0.493361
106.23 -1.08856 0.493557
106.24 -1.08875 0.493752
106.25 -1.08895 0.493949
106.26 -1.08915 0.494145
106.27 -1.08934 0.494342
106.28 -1.08954 0.494538
106.29 -1.08974 0.494736
106.3 -1.08993 0.494933
106.31 -1.09013 0.49513
106.32 -1.09033 0.495328
106.33 -1.09053 0.495526
106.34 -1.09072 0.495725
106.35 -1.09092 0.495923
106.36 -1.09112 0.496122
106.37 -1.09132 0.496321
106.38 -1.09152 0.49652
106.39 -1.09172 0.496719
106.4 -1.09192 0.496919
106.41 -1.09212 0.497119
106.42 -1.09232 0.497319
106.43 -1.09252 0.49752
106.44 -1.09272 0.49772
106.45 -1.09292 0.497921
106.46 -1.09312 0.498122
106.47 -1.09332 0.498324
106.48 -1.09353 0.498525
106.49 -1.09373 0.498727
106.5 -1.09393 0.498929
106.51 -1.09413 0.499131
106.52 -1.09433 0.499334
